Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC01716,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Escalated,Low,1 Week,2023-12-11,2023-12-25,14
INC01717,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Resolved,Low,1 Week,2024-01-01,2024-01-11,10
INC01718,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Closed,Critical,4 Hours,2024-01-02,2024-01-03,1
INC01719,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Closed,Low,1 Week,2023-12-22,2024-01-05,14
INC01720,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Pending,Medium,3 Days,2024-01-02,2024-01-08,6
INC01721,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Escalated,Medium,3 Days,2023-12-28,2024-01-01,4
INC01722,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Closed,High,24 Hours,2024-01-07,2024-01-11,4
INC01723,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Closed,High,24 Hours,2023-12-30,2024-01-01,2
INC01724,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Resolved,Medium,3 Days,2023-12-13,2023-12-19,6
INC01725,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Resolved,High,24 Hours,2023-12-10,2023-12-12,2
INC01726,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Low,1 Week,2024-01-05,2024-01-16,11
INC01727,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Resolved,Medium,3 Days,2023-12-16,2023-12-23,7
INC01728,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Closed,High,24 Hours,2024-01-02,2024-01-06,4
INC01729,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Closed,Medium,3 Days,2023-12-20,2023-12-25,5
INC01730,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Pending,Medium,3 Days,2024-01-06,2024-01-10,4
INC01731,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Closed,Low,1 Week,2023-12-10,2023-12-23,13
INC01732,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,Low,1 Week,2023-12-25,2024-01-01,7
INC01733,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Resolved,Critical,4 Hours,2024-01-07,2024-01-08,1
INC01734,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Pending,High,24 Hours,2023-12-20,2023-12-23,3
INC01735,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Resolved,Medium,3 Days,2023-12-23,2023-12-27,4
INC01736,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,High,24 Hours,2023-12-16,2023-12-19,3
INC01737,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,Critical,4 Hours,2023-12-28,2023-12-30,2
INC01738,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Closed,Medium,3 Days,2024-01-06,2024-01-13,7
INC01739,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Escalated,High,24 Hours,2023-12-25,2023-12-28,3
INC01740,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Escalated,Medium,3 Days,2023-12-31,2024-01-04,4
INC01741,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Escalated,Medium,3 Days,2024-01-04,2024-01-11,7
INC01742,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Escalated,Medium,3 Days,2023-12-21,2023-12-27,6
INC01743,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Pending,Medium,3 Days,2023-12-27,2024-01-01,5
INC01744,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Pending,Low,1 Week,2023-12-19,2023-12-29,10
INC01745,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Escalated,Low,1 Week,2024-01-07,2024-01-21,14
INC01746,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Closed,Medium,3 Days,2023-12-29,2024-01-03,5
INC01747,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Closed,Low,1 Week,2024-01-04,2024-01-18,14
INC01748,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,Low,1 Week,2023-12-12,2023-12-25,13
INC01749,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Resolved,Critical,4 Hours,2023-12-24,2023-12-26,2
INC01750,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Resolved,Medium,3 Days,2023-12-28,2024-01-03,6
INC01751,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,Critical,4 Hours,2023-12-25,2023-12-27,2
INC01752,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Resolved,Medium,3 Days,2024-01-02,2024-01-09,7
INC01753,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Pending,High,24 Hours,2023-12-11,2023-12-13,2
INC01754,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Escalated,Medium,3 Days,2023-12-11,2023-12-15,4
INC01755,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Medium,3 Days,2023-12-23,2023-12-29,6
INC01756,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Closed,Medium,3 Days,2023-12-13,2023-12-17,4
INC01757,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Pending,Low,1 Week,2024-01-04,2024-01-13,9
INC01758,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Escalated,Medium,3 Days,2023-12-24,2023-12-31,7
INC01759,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Closed,Medium,3 Days,2023-12-15,2023-12-22,7
INC01760,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,Medium,3 Days,2023-12-11,2023-12-17,6
INC01761,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,Low,1 Week,2023-12-27,2024-01-09,13
INC01762,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Pending,Medium,3 Days,2024-01-09,2024-01-16,7
INC01763,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,Low,1 Week,2024-01-03,2024-01-15,12
INC01764,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Closed,Low,1 Week,2023-12-21,2024-01-04,14
INC01765,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Escalated,Low,1 Week,2023-12-10,2023-12-23,13
INC01766,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,Medium,3 Days,2023-12-23,2023-12-28,5
INC01767,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Escalated,High,24 Hours,2023-12-14,2023-12-18,4
INC01768,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Pending,High,24 Hours,2023-12-19,2023-12-23,4
INC01769,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Pending,High,24 Hours,2023-12-13,2023-12-15,2
INC01770,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Closed,High,24 Hours,2024-01-08,2024-01-10,2
INC01771,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Pending,High,24 Hours,2023-12-30,2024-01-01,2
INC01772,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Escalated,Critical,4 Hours,2023-12-29,2023-12-30,1
INC01773,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Resolved,Low,1 Week,2024-01-09,2024-01-19,10
INC01774,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Resolved,Critical,4 Hours,2024-01-03,2024-01-04,1
INC01775,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Resolved,Low,1 Week,2024-01-01,2024-01-12,11
INC01776,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Closed,High,24 Hours,2024-01-08,2024-01-12,4
INC01777,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Pending,Medium,3 Days,2023-12-27,2024-01-01,5
INC01778,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Pending,Low,1 Week,2023-12-25,2024-01-05,11
INC01779,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Escalated,Medium,3 Days,2023-12-31,2024-01-06,6
INC01780,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Resolved,Medium,3 Days,2023-12-16,2023-12-20,4
INC01781,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Resolved,Critical,4 Hours,2024-01-08,2024-01-10,2
INC01782,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Escalated,Low,1 Week,2024-01-06,2024-01-15,9
INC01783,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Closed,Medium,3 Days,2023-12-17,2023-12-21,4
INC01784,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Pending,High,24 Hours,2023-12-24,2023-12-28,4
INC01785,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Pending,Medium,3 Days,2023-12-15,2023-12-19,4
INC01786,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Closed,Low,1 Week,2023-12-14,2023-12-27,13
INC01787,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Closed,Low,1 Week,2023-12-27,2024-01-05,9
INC01788,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Escalated,High,24 Hours,2024-01-01,2024-01-03,2
INC01789,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Closed,High,24 Hours,2023-12-20,2023-12-24,4
INC01790,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Closed,High,24 Hours,2023-12-20,2023-12-22,2
INC01791,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Pending,Medium,3 Days,2024-01-02,2024-01-08,6
INC01792,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,Medium,3 Days,2023-12-27,2024-01-02,6
INC01793,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,Medium,3 Days,2023-12-30,2024-01-04,5
INC01794,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Closed,Medium,3 Days,2024-01-03,2024-01-08,5
INC01795,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Closed,Medium,3 Days,2023-12-13,2023-12-19,6
INC01796,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,High,24 Hours,2023-12-17,2023-12-20,3
INC01797,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Resolved,Medium,3 Days,2023-12-25,2023-12-31,6
INC01798,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Pending,High,24 Hours,2023-12-30,2024-01-03,4
INC01799,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Pending,Medium,3 Days,2024-01-04,2024-01-08,4
INC01800,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Escalated,Critical,4 Hours,2023-12-20,2023-12-21,1
INC01801,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Escalated,High,24 Hours,2023-12-13,2023-12-15,2
INC01802,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Escalated,Medium,3 Days,2023-12-26,2023-12-31,5
INC01803,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Pending,Critical,4 Hours,2023-12-27,2023-12-29,2
INC01804,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Resolved,Medium,3 Days,2024-01-04,2024-01-10,6
INC01805,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Pending,Critical,4 Hours,2024-01-05,2024-01-06,1
INC01806,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Escalated,Low,1 Week,2023-12-19,2024-01-01,13
INC01807,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,Medium,3 Days,2023-12-16,2023-12-22,6
INC01808,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Escalated,Low,1 Week,2023-12-13,2023-12-21,8
INC01809,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,Medium,3 Days,2023-12-31,2024-01-07,7
INC01810,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Escalated,Critical,4 Hours,2023-12-14,2023-12-16,2
INC01811,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,Medium,3 Days,2023-12-26,2024-01-01,6
INC01812,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,Medium,3 Days,2023-12-22,2023-12-26,4
INC01813,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,Medium,3 Days,2023-12-16,2023-12-23,7
INC01814,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Pending,Low,1 Week,2024-01-08,2024-01-18,10
INC01815,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Medium,3 Days,2023-12-22,2023-12-26,4
INC01816,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Resolved,Medium,3 Days,2023-12-29,2024-01-04,6
INC01817,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Closed,Medium,3 Days,2023-12-15,2023-12-22,7
INC01818,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Pending,High,24 Hours,2023-12-26,2023-12-30,4
INC01819,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Pending,Low,1 Week,2023-12-14,2023-12-24,10
INC01820,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Pending,Medium,3 Days,2023-12-23,2023-12-28,5
INC01821,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Closed,Low,1 Week,2023-12-22,2024-01-05,14
INC01822,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Resolved,Medium,3 Days,2023-12-11,2023-12-17,6
INC01823,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Pending,Medium,3 Days,2023-12-25,2023-12-29,4
INC01824,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Resolved,Low,1 Week,2024-01-05,2024-01-13,8
INC01825,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Pending,Low,1 Week,2023-12-16,2023-12-28,12
INC01826,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Closed,Low,1 Week,2024-01-07,2024-01-18,11
INC01827,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Resolved,Medium,3 Days,2023-12-26,2024-01-02,7
INC01828,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Closed,High,24 Hours,2023-12-20,2023-12-23,3
INC01829,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Escalated,Medium,3 Days,2023-12-15,2023-12-21,6
INC01830,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Escalated,Medium,3 Days,2024-01-01,2024-01-05,4
INC01831,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Pending,Medium,3 Days,2023-12-29,2024-01-02,4
INC01832,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Pending,High,24 Hours,2023-12-25,2023-12-29,4
INC01833,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Resolved,Medium,3 Days,2023-12-16,2023-12-23,7
INC01834,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Closed,Medium,3 Days,2024-01-03,2024-01-10,7
INC01835,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Resolved,Low,1 Week,2023-12-25,2024-01-07,13
INC01836,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Closed,Low,1 Week,2023-12-24,2024-01-01,8
INC01837,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Pending,Medium,3 Days,2023-12-10,2023-12-14,4
INC01838,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Escalated,High,24 Hours,2023-12-30,2024-01-02,3
INC01839,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Pending,Low,1 Week,2023-12-19,2023-12-31,12
INC01840,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Pending,High,24 Hours,2023-12-16,2023-12-20,4
INC01841,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Pending,Low,1 Week,2023-12-13,2023-12-26,13
INC01842,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Pending,Low,1 Week,2023-12-25,2024-01-07,13
INC01843,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Escalated,Medium,3 Days,2023-12-21,2023-12-28,7
INC01844,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Resolved,High,24 Hours,2023-12-19,2023-12-23,4
INC01845,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,High,24 Hours,2023-12-16,2023-12-18,2
INC01846,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Closed,High,24 Hours,2023-12-29,2023-12-31,2
INC01847,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Resolved,Medium,3 Days,2024-01-05,2024-01-09,4
INC01848,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Resolved,High,24 Hours,2023-12-21,2023-12-25,4
INC01849,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,Medium,3 Days,2024-01-01,2024-01-06,5
INC01850,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Closed,High,24 Hours,2024-01-04,2024-01-06,2
INC01851,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Pending,Critical,4 Hours,2023-12-13,2023-12-14,1
INC01852,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Escalated,Medium,3 Days,2023-12-30,2024-01-03,4
INC01853,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Medium,3 Days,2023-12-16,2023-12-22,6
INC01854,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Resolved,Low,1 Week,2024-01-04,2024-01-12,8
INC01855,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Closed,Low,1 Week,2024-01-08,2024-01-22,14
INC01856,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Closed,High,24 Hours,2024-01-03,2024-01-05,2
INC01857,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,Low,1 Week,2023-12-17,2023-12-27,10
INC01858,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Escalated,Low,1 Week,2024-01-01,2024-01-14,13
INC01859,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Resolved,Low,1 Week,2024-01-09,2024-01-18,9
INC01860,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Resolved,High,24 Hours,2024-01-06,2024-01-10,4
INC01861,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Escalated,Medium,3 Days,2023-12-17,2023-12-24,7
INC01862,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Escalated,High,24 Hours,2024-01-08,2024-01-10,2
INC01863,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Pending,Low,1 Week,2023-12-16,2023-12-26,10
INC01864,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Closed,Medium,3 Days,2023-12-25,2023-12-30,5
INC01865,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Resolved,Medium,3 Days,2024-01-08,2024-01-12,4
INC01866,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,High,24 Hours,2024-01-05,2024-01-09,4
INC01867,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Resolved,Low,1 Week,2023-12-29,2024-01-11,13
INC01868,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Resolved,High,24 Hours,2023-12-15,2023-12-17,2
INC01869,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Pending,Medium,3 Days,2024-01-06,2024-01-11,5
INC01870,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Resolved,Medium,3 Days,2023-12-30,2024-01-03,4
INC01871,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Pending,Medium,3 Days,2024-01-06,2024-01-13,7
INC01872,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Escalated,Low,1 Week,2023-12-12,2023-12-23,11
INC01873,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,High,24 Hours,2024-01-03,2024-01-07,4
INC01874,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Resolved,Low,1 Week,2023-12-16,2023-12-25,9
INC01875,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Resolved,Low,1 Week,2024-01-06,2024-01-15,9
INC01876,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Resolved,Medium,3 Days,2023-12-23,2023-12-30,7
INC01877,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,High,24 Hours,2024-01-07,2024-01-10,3
INC01878,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Pending,Low,1 Week,2023-12-30,2024-01-09,10
INC01879,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Closed,High,24 Hours,2024-01-02,2024-01-04,2
INC01880,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,High,24 Hours,2023-12-19,2023-12-22,3
INC01881,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Resolved,High,24 Hours,2023-12-10,2023-12-13,3
INC01882,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Resolved,High,24 Hours,2023-12-11,2023-12-14,3
INC01883,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Closed,High,24 Hours,2024-01-06,2024-01-09,3
INC01884,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Pending,Medium,3 Days,2024-01-09,2024-01-15,6
INC01885,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Escalated,Medium,3 Days,2023-12-12,2023-12-17,5
INC01886,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Escalated,High,24 Hours,2023-12-30,2024-01-02,3
INC01887,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Closed,Low,1 Week,2023-12-21,2024-01-04,14
INC01888,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Resolved,Low,1 Week,2023-12-21,2024-01-01,11
INC01889,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Medium,3 Days,2023-12-14,2023-12-19,5
INC01890,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Escalated,Medium,3 Days,2024-01-09,2024-01-14,5
INC01891,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Closed,Low,1 Week,2023-12-23,2024-01-06,14
INC01892,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Pending,Critical,4 Hours,2023-12-15,2023-12-17,2
INC01893,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Resolved,Critical,4 Hours,2024-01-03,2024-01-04,1
INC01894,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,High,24 Hours,2023-12-24,2023-12-28,4
INC01895,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Escalated,Critical,4 Hours,2023-12-22,2023-12-23,1
INC01896,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Closed,Medium,3 Days,2023-12-19,2023-12-26,7
INC01897,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Pending,Medium,3 Days,2023-12-23,2023-12-28,5
INC01898,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Escalated,Critical,4 Hours,2023-12-27,2023-12-28,1
INC01899,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Resolved,Low,1 Week,2023-12-25,2024-01-06,12
INC01900,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Low,1 Week,2024-01-04,2024-01-17,13
INC01901,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Closed,Critical,4 Hours,2024-01-08,2024-01-09,1
INC01902,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Pending,Critical,4 Hours,2023-12-28,2023-12-30,2
INC01903,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Resolved,Low,1 Week,2023-12-30,2024-01-06,7
INC01904,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Escalated,Medium,3 Days,2024-01-09,2024-01-16,7
INC01905,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Escalated,Medium,3 Days,2023-12-30,2024-01-06,7
INC01906,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Pending,High,24 Hours,2023-12-26,2023-12-28,2
INC01907,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Escalated,Medium,3 Days,2024-01-09,2024-01-13,4
INC01908,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Pending,Medium,3 Days,2023-12-22,2023-12-28,6
INC01909,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Resolved,High,24 Hours,2023-12-12,2023-12-16,4
INC01910,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Resolved,Medium,3 Days,2023-12-20,2023-12-25,5
INC01911,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,Medium,3 Days,2023-12-13,2023-12-20,7
INC01912,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,High,24 Hours,2023-12-24,2023-12-26,2
INC01913,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Closed,Medium,3 Days,2024-01-07,2024-01-14,7
INC01914,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Closed,High,24 Hours,2024-01-02,2024-01-04,2
