Incident Number,Incident Title,Incident Description,Assigned Team,Resolution,Product Category,Priority,SLA Time
INC00540,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Closed,Hardware,Low,3 Days
INC00541,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Closed,Networking,Critical,1 Week
INC00542,Software Installation Error,Error encountered during the installation of software X.,Team D,Escalated,Hardware,Medium,24 Hours
INC00543,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Escalated,Hardware,Critical,24 Hours
INC00544,Software Installation Error,Error encountered during the installation of software X.,Team D,Resolved,Networking,Low,1 Week
INC00545,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Escalated,Software,Critical,24 Hours
INC00546,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Networking,Low,24 Hours
INC00547,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Escalated,Software,Medium,4 Hours
INC00548,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Pending,Hardware,High,4 Hours
INC00549,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Software,Medium,24 Hours
INC00550,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Networking,Critical,4 Hours
INC00551,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Storage,Medium,1 Week
INC00552,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Pending,Storage,Low,4 Hours
INC00553,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Resolved,Storage,Critical,1 Week
INC00554,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Storage,Low,1 Week
INC00555,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Pending,Software,Critical,4 Hours
INC00556,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Closed,Hardware,Medium,3 Days
INC00557,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Pending,Software,High,24 Hours
INC00558,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Software,High,24 Hours
INC00559,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Closed,Hardware,High,24 Hours
INC00560,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Closed,Hardware,Low,3 Days
INC00561,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Resolved,Software,High,3 Days
INC00562,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Pending,Hardware,Medium,24 Hours
INC00563,Software Installation Error,Error encountered during the installation of software X.,Team B,Escalated,Networking,High,1 Week
INC00564,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Pending,Storage,Low,3 Days
INC00565,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Escalated,Software,Medium,4 Hours
INC00566,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Software,Medium,24 Hours
INC00567,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Networking,Medium,1 Week
INC00568,Software Installation Error,Error encountered during the installation of software X.,Team A,Escalated,Networking,Low,24 Hours
INC00569,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Escalated,Storage,Low,3 Days
INC00570,Software Installation Error,Error encountered during the installation of software X.,Team C,Closed,Storage,Low,4 Hours
INC00571,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Resolved,Networking,High,4 Hours
INC00572,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Closed,Storage,High,1 Week
INC00573,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Escalated,Hardware,High,24 Hours
INC00574,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Closed,Software,High,4 Hours
INC00575,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Resolved,Software,Medium,3 Days
INC00576,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Pending,Networking,High,3 Days
INC00577,Software Installation Error,Error encountered during the installation of software X.,Team A,Escalated,Software,High,1 Week
INC00578,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Pending,Networking,High,4 Hours
INC00579,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Pending,Storage,Medium,24 Hours
INC00580,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Closed,Storage,Critical,3 Days
INC00581,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Resolved,Networking,High,3 Days
INC00582,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Pending,Hardware,High,1 Week
INC00583,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Pending,Software,Medium,24 Hours
INC00584,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Closed,Software,Medium,4 Hours
INC00585,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Closed,Hardware,Critical,1 Week
INC00586,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Networking,Low,24 Hours
INC00587,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Escalated,Storage,Critical,1 Week
INC00588,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Escalated,Networking,Medium,1 Week
INC00589,Software Installation Error,Error encountered during the installation of software X.,Team C,Pending,Storage,Critical,24 Hours
INC00590,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Resolved,Hardware,Low,24 Hours
INC00591,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Pending,Hardware,Low,4 Hours
INC00592,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Resolved,Storage,High,1 Week
INC00593,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Escalated,Storage,Critical,24 Hours
INC00594,Software Installation Error,Error encountered during the installation of software X.,Team C,Escalated,Networking,Critical,24 Hours
INC00595,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Escalated,Software,High,1 Week
INC00596,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Escalated,Storage,Low,24 Hours
INC00597,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Storage,Medium,4 Hours
INC00598,Software Installation Error,Error encountered during the installation of software X.,Team B,Pending,Hardware,Critical,3 Days
INC00599,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Closed,Storage,Critical,3 Days
INC00600,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Escalated,Storage,Critical,24 Hours
INC00601,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Software,Low,3 Days
INC00602,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Escalated,Networking,Low,1 Week
INC00603,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Pending,Storage,High,3 Days
INC00604,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Escalated,Networking,Critical,24 Hours
INC00605,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Pending,Hardware,High,1 Week
INC00606,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Pending,Software,Critical,1 Week
INC00607,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Pending,Hardware,Low,4 Hours
INC00608,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Pending,Storage,Low,4 Hours
INC00609,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Escalated,Storage,Critical,1 Week
INC00610,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Resolved,Networking,Low,4 Hours
INC00611,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Closed,Storage,Critical,3 Days
INC00612,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Resolved,Software,Critical,1 Week
INC00613,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Pending,Networking,Critical,1 Week
INC00614,Software Installation Error,Error encountered during the installation of software X.,Team A,Pending,Networking,High,4 Hours
INC00615,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Resolved,Hardware,High,3 Days
INC00616,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Pending,Software,Low,24 Hours
INC00617,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Escalated,Software,Critical,24 Hours
INC00618,Software Installation Error,Error encountered during the installation of software X.,Team B,Escalated,Networking,Critical,4 Hours
INC00619,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Storage,Low,3 Days
INC00620,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Pending,Networking,Low,1 Week
INC00621,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Software,Critical,24 Hours
INC00622,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Escalated,Hardware,Low,24 Hours
INC00623,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Pending,Networking,Medium,3 Days
INC00624,Software Installation Error,Error encountered during the installation of software X.,Team D,Pending,Networking,High,3 Days
INC00625,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Closed,Software,Low,4 Hours
INC00626,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Escalated,Networking,High,4 Hours
INC00627,Software Installation Error,Error encountered during the installation of software X.,Team A,Escalated,Hardware,Low,4 Hours
INC00628,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Pending,Hardware,Critical,24 Hours
INC00629,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Closed,Hardware,Low,3 Days
INC00630,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Storage,Critical,1 Week
INC00631,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Pending,Storage,High,4 Hours
INC00632,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Storage,Critical,3 Days
INC00633,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Escalated,Storage,High,1 Week
INC00634,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Pending,Networking,Medium,3 Days
INC00635,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Closed,Networking,Critical,24 Hours
INC00636,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Pending,Storage,High,3 Days
INC00637,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Software,Low,1 Week
INC00638,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Networking,Low,24 Hours
INC00639,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Pending,Hardware,Medium,24 Hours
INC00640,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Resolved,Networking,High,3 Days
INC00641,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Resolved,Storage,Critical,1 Week
INC00642,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Resolved,Storage,Medium,24 Hours
INC00643,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Networking,Low,24 Hours
INC00644,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Hardware,Critical,3 Days
INC00645,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Closed,Software,Critical,4 Hours
INC00646,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Pending,Software,Critical,4 Hours
INC00647,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Software,Medium,4 Hours
INC00648,Software Installation Error,Error encountered during the installation of software X.,Team A,Pending,Software,High,1 Week
INC00649,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Resolved,Storage,Medium,3 Days
INC00650,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Pending,Hardware,Low,1 Week
INC00651,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Hardware,Medium,3 Days
INC00652,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Networking,Critical,3 Days
INC00653,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Escalated,Networking,Medium,4 Hours
INC00654,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Resolved,Storage,High,4 Hours
INC00655,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Hardware,High,3 Days
INC00656,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Escalated,Networking,High,1 Week
INC00657,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Closed,Storage,Critical,4 Hours
INC00658,Software Installation Error,Error encountered during the installation of software X.,Team C,Pending,Hardware,Critical,1 Week
INC00659,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Pending,Hardware,Medium,24 Hours
INC00660,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Escalated,Hardware,Medium,4 Hours
INC00661,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Pending,Software,Low,3 Days
INC00662,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Closed,Software,Low,3 Days
INC00663,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Resolved,Software,High,3 Days
INC00664,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Resolved,Hardware,Low,4 Hours
INC00665,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Hardware,Medium,4 Hours
INC00666,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Escalated,Networking,Critical,3 Days
INC00667,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Resolved,Networking,Critical,24 Hours
INC00668,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Closed,Storage,Low,3 Days
INC00669,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Pending,Storage,Low,1 Week
INC00670,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Pending,Software,High,4 Hours
INC00671,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Closed,Networking,High,3 Days
INC00672,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Escalated,Networking,High,4 Hours
INC00673,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Resolved,Hardware,Low,24 Hours
INC00674,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Pending,Hardware,Critical,3 Days
INC00675,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Escalated,Storage,Critical,4 Hours
INC00676,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Pending,Hardware,Critical,1 Week
INC00677,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Closed,Software,High,1 Week
INC00678,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Pending,Hardware,Low,4 Hours
INC00679,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Software,Critical,4 Hours
INC00680,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Resolved,Software,Low,24 Hours
INC00681,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Resolved,Software,Medium,1 Week
INC00682,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Closed,Networking,Medium,24 Hours
INC00683,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Escalated,Storage,Medium,1 Week
INC00684,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Resolved,Storage,Medium,4 Hours
INC00685,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Escalated,Software,Medium,3 Days
INC00686,Software Installation Error,Error encountered during the installation of software X.,Team C,Pending,Networking,Critical,1 Week
INC00687,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Escalated,Software,Low,4 Hours
INC00688,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Resolved,Storage,Critical,24 Hours
INC00689,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Pending,Storage,Medium,4 Hours
INC00690,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Closed,Storage,High,1 Week
INC00691,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Closed,Networking,High,24 Hours
INC00692,Software Installation Error,Error encountered during the installation of software X.,Team B,Pending,Hardware,Low,3 Days
INC00693,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Resolved,Software,Low,1 Week
INC00694,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Resolved,Networking,Low,1 Week
INC00695,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Closed,Software,High,4 Hours
INC00696,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Escalated,Storage,Medium,24 Hours
INC00697,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Pending,Software,High,24 Hours
INC00698,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Storage,Low,3 Days
INC00699,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Resolved,Storage,Critical,1 Week
INC00700,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Resolved,Storage,High,24 Hours
INC00701,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Escalated,Software,Low,3 Days
INC00702,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Resolved,Networking,High,4 Hours
INC00703,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Escalated,Hardware,High,4 Hours
INC00704,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Hardware,Medium,24 Hours
INC00705,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Pending,Networking,Low,24 Hours
INC00706,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Escalated,Storage,Critical,4 Hours
INC00707,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Pending,Hardware,Critical,1 Week
INC00708,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Networking,Medium,4 Hours
INC00709,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Escalated,Hardware,Medium,3 Days
INC00710,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Storage,Medium,4 Hours
INC00711,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Pending,Networking,Critical,3 Days
INC00712,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Networking,Medium,1 Week
INC00713,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Hardware,High,24 Hours
INC00714,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Escalated,Hardware,Medium,24 Hours
INC00715,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Networking,Low,1 Week
INC00716,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Storage,Medium,24 Hours
INC00717,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Closed,Networking,Medium,24 Hours
INC00718,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Resolved,Storage,Critical,24 Hours
INC00719,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Closed,Software,High,3 Days
INC00720,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Closed,Hardware,Critical,3 Days
INC00721,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Pending,Networking,Critical,1 Week
INC00722,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Storage,Medium,24 Hours
INC00723,Software Installation Error,Error encountered during the installation of software X.,Team B,Escalated,Hardware,Critical,4 Hours
INC00724,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Closed,Storage,Critical,4 Hours
INC00725,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Resolved,Hardware,Critical,4 Hours
INC00726,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Closed,Hardware,Medium,1 Week
INC00727,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Escalated,Networking,High,3 Days
INC00728,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Closed,Hardware,Low,1 Week
INC00729,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Resolved,Software,Medium,1 Week
INC00730,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Pending,Software,High,4 Hours
INC00731,Software Installation Error,Error encountered during the installation of software X.,Team A,Escalated,Networking,High,3 Days
INC00732,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Resolved,Software,Medium,24 Hours
INC00733,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Escalated,Networking,Critical,3 Days
INC00734,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Escalated,Hardware,Critical,4 Hours
INC00735,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Escalated,Networking,High,24 Hours
INC00736,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Closed,Software,Low,3 Days
INC00737,Software Installation Error,Error encountered during the installation of software X.,Team D,Escalated,Hardware,High,4 Hours
INC00738,Software Installation Error,Error encountered during the installation of software X.,Team D,Escalated,Networking,Low,3 Days
INC00739,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Pending,Software,Critical,1 Week
INC00740,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Escalated,Software,Critical,4 Hours
INC00741,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Resolved,Networking,Low,24 Hours
INC00742,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Escalated,Hardware,Critical,4 Hours
INC00743,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Closed,Hardware,Critical,1 Week
INC00744,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Storage,Low,4 Hours
INC00745,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Resolved,Storage,Low,24 Hours
INC00746,Software Installation Error,Error encountered during the installation of software X.,Team D,Resolved,Hardware,Medium,4 Hours
INC00747,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Closed,Hardware,High,1 Week
INC00748,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Resolved,Hardware,Medium,4 Hours
INC00749,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Software,Low,3 Days
INC00750,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Closed,Storage,High,24 Hours
INC00751,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Closed,Hardware,High,4 Hours
INC00752,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Closed,Networking,Low,1 Week
INC00753,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Resolved,Software,Medium,4 Hours
INC00754,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Pending,Hardware,Medium,1 Week
INC00755,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Hardware,High,3 Days
INC00756,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Storage,Low,24 Hours
INC00757,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Pending,Storage,Low,4 Hours
INC00758,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Closed,Storage,Medium,24 Hours
INC00759,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Networking,High,24 Hours
INC00760,Software Installation Error,Error encountered during the installation of software X.,Team B,Pending,Software,Low,1 Week
INC00761,Software Installation Error,Error encountered during the installation of software X.,Team A,Pending,Software,Low,3 Days
INC00762,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Closed,Software,High,1 Week
INC00763,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Closed,Software,Low,4 Hours
INC00764,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Escalated,Software,High,3 Days
INC00765,Software Installation Error,Error encountered during the installation of software X.,Team C,Escalated,Networking,Medium,4 Hours
INC00766,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Networking,Medium,24 Hours
INC00767,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Closed,Storage,High,24 Hours
INC00768,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Software,Low,24 Hours
INC00769,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Pending,Storage,Low,3 Days
INC00770,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Closed,Software,Critical,1 Week
INC00771,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Hardware,Medium,24 Hours
INC00772,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Pending,Hardware,High,3 Days
INC00773,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Escalated,Networking,Critical,4 Hours
INC00774,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Resolved,Storage,Critical,24 Hours
INC00775,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Escalated,Software,High,1 Week
INC00776,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Closed,Storage,Medium,24 Hours
INC00777,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Software,Low,4 Hours
INC00778,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Software,Low,4 Hours
INC00779,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Networking,Critical,1 Week
INC00780,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Software,Critical,24 Hours
INC00781,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Storage,High,1 Week
INC00782,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Resolved,Storage,Medium,1 Week
INC00783,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Networking,Medium,4 Hours
INC00784,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Resolved,Storage,Low,24 Hours
INC00785,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Resolved,Networking,Critical,1 Week
INC00786,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Software,High,24 Hours
INC00787,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team D,Closed,Networking,Critical,24 Hours
INC00788,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Pending,Hardware,Medium,24 Hours
INC00789,Software Installation Error,Error encountered during the installation of software X.,Team C,Escalated,Networking,Critical,24 Hours
INC00790,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Software,Low,1 Week
INC00791,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Resolved,Storage,Low,4 Hours
INC00792,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team A,Escalated,Storage,Medium,3 Days
INC00793,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Resolved,Storage,High,3 Days
INC00794,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Networking,Critical,3 Days
INC00795,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Storage,Critical,4 Hours
INC00796,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team C,Resolved,Software,Medium,1 Week
INC00797,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Closed,Storage,Medium,3 Days
INC00798,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Closed,Software,Medium,24 Hours
INC00799,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Networking,Low,1 Week
INC00800,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Storage,Low,4 Hours
INC00801,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Networking,Critical,1 Week
INC00802,Password Reset Request,A user is requesting a password reset for their company account.,Team A,Pending,Software,Critical,4 Hours
INC00803,Password Reset Request,A user is requesting a password reset for their company account.,Team C,Escalated,Networking,Medium,4 Hours
INC00804,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Storage,Critical,4 Hours
INC00805,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Resolved,Storage,High,4 Hours
INC00806,Password Reset Request,A user is requesting a password reset for their company account.,Team B,Resolved,Storage,High,1 Week
INC00807,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Hardware,Low,4 Hours
INC00808,Password Reset Request,A user is requesting a password reset for their company account.,Team D,Resolved,Software,Low,24 Hours
INC00809,VPN Connectivity Issue,User is unable to connect to VPN from remote location.,Team B,Escalated,Networking,Medium,3 Days
