Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC00502,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Pending,Medium,3 Days,2023-12-24,2023-12-25,1
INC00503,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Escalated,Low,1 Week,2024-01-09,2024-01-17,8
INC00504,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Escalated,Critical,4 Hours,2023-12-27,2023-12-29,2
INC00505,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Closed,Low,1 Week,2023-12-29,2023-12-31,2
INC00506,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Escalated,Low,1 Week,2023-12-11,2023-12-14,3
INC00507,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Resolved,High,24 Hours,2023-12-11,2023-12-16,5
INC00508,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,High,24 Hours,2023-12-21,2023-12-27,6
INC00509,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Closed,High,24 Hours,2023-12-30,2024-01-03,4
INC00510,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Closed,Medium,3 Days,2023-12-22,2024-01-02,11
INC00511,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Escalated,Low,1 Week,2023-12-25,2024-01-04,10
INC00512,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Pending,Low,1 Week,2024-01-06,2024-01-17,11
INC00513,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Resolved,Low,1 Week,2023-12-24,2023-12-29,5
INC00514,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Pending,Medium,3 Days,2023-12-28,2024-01-09,12
INC00515,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Closed,Medium,3 Days,2024-01-03,2024-01-07,4
INC00516,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,Medium,3 Days,2023-12-12,2023-12-16,4
INC00517,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Closed,Low,1 Week,2023-12-28,2023-12-30,2
INC00518,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Escalated,Medium,3 Days,2023-12-12,2023-12-25,13
INC00519,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Closed,High,24 Hours,2023-12-16,2023-12-23,7
INC00520,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Resolved,Critical,4 Hours,2023-12-22,2024-01-04,13
INC00521,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Pending,Low,1 Week,2023-12-24,2023-12-25,1
INC00522,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Closed,Medium,3 Days,2024-01-04,2024-01-12,8
INC00523,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Pending,Critical,4 Hours,2023-12-16,2023-12-28,12
INC00524,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Low,1 Week,2023-12-13,2023-12-26,13
INC00525,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Pending,Critical,4 Hours,2023-12-11,2023-12-14,3
INC00526,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Escalated,High,24 Hours,2024-01-05,2024-01-10,5
INC00527,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,Critical,4 Hours,2023-12-12,2023-12-23,11
INC00528,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Closed,Low,1 Week,2023-12-20,2023-12-22,2
INC00529,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Pending,Medium,3 Days,2023-12-24,2024-01-03,10
INC00530,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Pending,Critical,4 Hours,2023-12-23,2024-01-05,13
INC00531,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Pending,Medium,3 Days,2024-01-09,2024-01-24,15
INC00532,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Resolved,Low,1 Week,2023-12-30,2024-01-11,12
INC00533,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Pending,Critical,4 Hours,2023-12-25,2024-01-01,7
INC00534,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Escalated,Medium,3 Days,2023-12-30,2024-01-08,9
INC00535,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Closed,Medium,3 Days,2023-12-27,2023-12-28,1
INC00536,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Resolved,High,24 Hours,2024-01-08,2024-01-22,14
INC00537,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Critical,4 Hours,2023-12-11,2023-12-14,3
INC00538,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,High,24 Hours,2024-01-04,2024-01-18,14
INC00539,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Pending,Medium,3 Days,2023-12-16,2023-12-30,14
INC00540,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Escalated,High,24 Hours,2023-12-10,2023-12-14,4
INC00541,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Pending,Medium,3 Days,2023-12-28,2024-01-03,6
INC00542,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Closed,High,24 Hours,2023-12-28,2024-01-05,8
INC00543,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Escalated,Low,1 Week,2024-01-02,2024-01-17,15
INC00544,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Closed,Critical,4 Hours,2023-12-18,2023-12-24,6
INC00545,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Pending,High,24 Hours,2023-12-20,2024-01-01,12
INC00546,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Resolved,Medium,3 Days,2023-12-10,2023-12-16,6
INC00547,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Resolved,Medium,3 Days,2023-12-19,2023-12-19,0
INC00548,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Pending,Critical,4 Hours,2023-12-27,2023-12-27,0
INC00549,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,Critical,4 Hours,2023-12-28,2023-12-29,1
INC00550,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Closed,Low,1 Week,2024-01-05,2024-01-11,6
INC00551,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Closed,Medium,3 Days,2024-01-04,2024-01-14,10
INC00552,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Escalated,High,24 Hours,2023-12-22,2024-01-01,10
INC00553,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Closed,Medium,3 Days,2024-01-07,2024-01-19,12
INC00554,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Closed,Low,1 Week,2024-01-01,2024-01-06,5
INC00555,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Resolved,Medium,3 Days,2024-01-02,2024-01-17,15
INC00556,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Closed,Critical,4 Hours,2023-12-17,2023-12-17,0
INC00557,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Resolved,Low,1 Week,2023-12-15,2023-12-23,8
INC00558,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Pending,High,24 Hours,2023-12-17,2023-12-19,2
INC00559,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Pending,Low,1 Week,2023-12-14,2023-12-14,0
INC00560,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Pending,High,24 Hours,2023-12-21,2024-01-05,15
INC00561,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Pending,Medium,3 Days,2023-12-11,2023-12-18,7
INC00562,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Closed,Low,1 Week,2023-12-16,2023-12-30,14
INC00563,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Resolved,Medium,3 Days,2024-01-01,2024-01-02,1
INC00564,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Closed,Low,1 Week,2023-12-22,2024-01-01,10
INC00565,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Resolved,Low,1 Week,2023-12-30,2024-01-13,14
INC00566,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Escalated,High,24 Hours,2023-12-25,2024-01-09,15
INC00567,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Escalated,Low,1 Week,2023-12-22,2023-12-27,5
INC00568,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Medium,3 Days,2023-12-14,2023-12-17,3
INC00569,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Escalated,Medium,3 Days,2023-12-31,2024-01-05,5
INC00570,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Pending,Medium,3 Days,2023-12-20,2024-01-01,12
INC00571,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Resolved,Critical,4 Hours,2023-12-18,2023-12-18,0
INC00572,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Closed,High,24 Hours,2023-12-17,2024-01-01,15
INC00573,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Resolved,Low,1 Week,2023-12-13,2023-12-22,9
INC00574,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Resolved,Medium,3 Days,2024-01-06,2024-01-06,0
INC00575,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Closed,Medium,3 Days,2024-01-07,2024-01-17,10
INC00576,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Pending,Low,1 Week,2023-12-27,2024-01-10,14
INC00577,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Closed,Medium,3 Days,2023-12-10,2023-12-16,6
INC00578,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Resolved,Medium,3 Days,2023-12-19,2024-01-03,15
INC00579,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Escalated,Low,1 Week,2024-01-03,2024-01-10,7
INC00580,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Closed,Medium,3 Days,2024-01-01,2024-01-14,13
INC00581,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Resolved,Critical,4 Hours,2023-12-30,2024-01-03,4
INC00582,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Closed,Critical,4 Hours,2024-01-06,2024-01-13,7
INC00583,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Escalated,Critical,4 Hours,2023-12-11,2023-12-23,12
INC00584,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Resolved,Critical,4 Hours,2024-01-08,2024-01-20,12
INC00585,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Escalated,High,24 Hours,2023-12-23,2024-01-05,13
INC00586,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Resolved,Critical,4 Hours,2023-12-13,2023-12-16,3
INC00587,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Resolved,High,24 Hours,2024-01-06,2024-01-11,5
INC00588,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Escalated,Critical,4 Hours,2023-12-22,2024-01-03,12
INC00589,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Resolved,Low,1 Week,2023-12-15,2023-12-17,2
INC00590,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Resolved,High,24 Hours,2023-12-28,2024-01-11,14
INC00591,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Pending,Critical,4 Hours,2023-12-26,2023-12-30,4
INC00592,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Closed,High,24 Hours,2023-12-19,2023-12-19,0
INC00593,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,Critical,4 Hours,2023-12-26,2023-12-28,2
INC00594,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Escalated,High,24 Hours,2023-12-24,2024-01-08,15
INC00595,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Resolved,Medium,3 Days,2023-12-11,2023-12-11,0
INC00596,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Pending,High,24 Hours,2024-01-07,2024-01-17,10
INC00597,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Pending,High,24 Hours,2023-12-11,2023-12-26,15
INC00598,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Resolved,Medium,3 Days,2024-01-05,2024-01-11,6
INC00599,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Closed,Critical,4 Hours,2023-12-17,2023-12-23,6
INC00600,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Closed,Critical,4 Hours,2023-12-16,2023-12-20,4
INC00601,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Escalated,High,24 Hours,2023-12-22,2024-01-01,10
INC00602,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Closed,High,24 Hours,2023-12-28,2024-01-01,4
INC00603,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Escalated,Medium,3 Days,2024-01-03,2024-01-14,11
INC00604,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Pending,High,24 Hours,2023-12-24,2023-12-25,1
INC00605,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Resolved,Critical,4 Hours,2024-01-08,2024-01-22,14
INC00606,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Pending,Medium,3 Days,2024-01-08,2024-01-22,14
INC00607,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Closed,High,24 Hours,2023-12-13,2023-12-27,14
INC00608,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Low,1 Week,2023-12-21,2023-12-28,7
INC00609,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Escalated,Critical,4 Hours,2023-12-19,2023-12-27,8
INC00610,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Escalated,Medium,3 Days,2023-12-30,2023-12-31,1
INC00611,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Closed,Critical,4 Hours,2023-12-14,2023-12-15,1
INC00612,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Resolved,Medium,3 Days,2024-01-02,2024-01-04,2
INC00613,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Escalated,Critical,4 Hours,2023-12-17,2023-12-17,0
INC00614,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Closed,High,24 Hours,2023-12-23,2023-12-23,0
INC00615,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Resolved,High,24 Hours,2024-01-08,2024-01-09,1
INC00616,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Resolved,High,24 Hours,2023-12-25,2024-01-05,11
INC00617,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Closed,High,24 Hours,2023-12-19,2023-12-19,0
INC00618,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Pending,Medium,3 Days,2023-12-25,2024-01-06,12
INC00619,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Closed,Medium,3 Days,2023-12-19,2024-01-02,14
INC00620,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,Critical,4 Hours,2024-01-01,2024-01-15,14
INC00621,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Pending,High,24 Hours,2023-12-22,2024-01-06,15
INC00622,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Closed,Low,1 Week,2023-12-18,2024-01-01,14
INC00623,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Resolved,Low,1 Week,2023-12-26,2024-01-06,11
INC00624,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,Low,1 Week,2024-01-05,2024-01-13,8
INC00625,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Medium,3 Days,2023-12-24,2024-01-05,12
INC00626,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Closed,High,24 Hours,2023-12-23,2023-12-30,7
INC00627,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Escalated,Critical,4 Hours,2024-01-04,2024-01-08,4
INC00628,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Critical,4 Hours,2024-01-09,2024-01-09,0
INC00629,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,Low,1 Week,2023-12-15,2023-12-15,0
INC00630,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Closed,Low,1 Week,2023-12-29,2024-01-10,12
INC00631,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,Critical,4 Hours,2023-12-28,2023-12-29,1
INC00632,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Escalated,Low,1 Week,2024-01-08,2024-01-19,11
INC00633,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Closed,Critical,4 Hours,2024-01-05,2024-01-11,6
INC00634,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Escalated,High,24 Hours,2024-01-08,2024-01-15,7
INC00635,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Escalated,High,24 Hours,2023-12-15,2023-12-16,1
INC00636,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,Medium,3 Days,2023-12-12,2023-12-18,6
INC00637,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Resolved,Critical,4 Hours,2023-12-25,2023-12-31,6
INC00638,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Escalated,Medium,3 Days,2024-01-07,2024-01-18,11
INC00639,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,High,24 Hours,2023-12-10,2023-12-15,5
INC00640,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Pending,Critical,4 Hours,2023-12-11,2023-12-22,11
INC00641,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Pending,Medium,3 Days,2024-01-08,2024-01-08,0
INC00642,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Resolved,Low,1 Week,2023-12-11,2023-12-24,13
INC00643,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Pending,Low,1 Week,2023-12-26,2023-12-31,5
INC00644,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Escalated,Medium,3 Days,2024-01-08,2024-01-16,8
INC00645,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Pending,High,24 Hours,2024-01-05,2024-01-06,1
INC00646,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Closed,Medium,3 Days,2023-12-28,2024-01-07,10
INC00647,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,Critical,4 Hours,2023-12-12,2023-12-14,2
INC00648,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Pending,Low,1 Week,2024-01-02,2024-01-11,9
INC00649,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Resolved,High,24 Hours,2024-01-09,2024-01-23,14
INC00650,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Closed,Critical,4 Hours,2023-12-14,2023-12-16,2
INC00651,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Escalated,Low,1 Week,2024-01-03,2024-01-13,10
INC00652,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Escalated,High,24 Hours,2024-01-03,2024-01-06,3
INC00653,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Escalated,Medium,3 Days,2023-12-28,2024-01-04,7
INC00654,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Resolved,Low,1 Week,2023-12-25,2023-12-31,6
INC00655,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Closed,Critical,4 Hours,2023-12-12,2023-12-16,4
INC00656,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Escalated,Low,1 Week,2024-01-05,2024-01-19,14
INC00657,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,High,24 Hours,2023-12-29,2024-01-06,8
INC00658,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Escalated,Medium,3 Days,2023-12-18,2023-12-27,9
INC00659,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Resolved,Low,1 Week,2023-12-14,2023-12-21,7
INC00660,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Escalated,Medium,3 Days,2023-12-15,2023-12-17,2
INC00661,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Critical,4 Hours,2024-01-07,2024-01-12,5
INC00662,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Resolved,Critical,4 Hours,2023-12-15,2023-12-26,11
INC00663,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Escalated,Low,1 Week,2024-01-06,2024-01-14,8
INC00664,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Low,1 Week,2023-12-22,2024-01-03,12
INC00665,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,Medium,3 Days,2024-01-06,2024-01-18,12
INC00666,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Low,1 Week,2024-01-01,2024-01-01,0
INC00667,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Pending,Critical,4 Hours,2024-01-07,2024-01-08,1
INC00668,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Closed,Medium,3 Days,2023-12-26,2024-01-09,14
INC00669,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Closed,Medium,3 Days,2023-12-13,2023-12-17,4
INC00670,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Closed,Medium,3 Days,2023-12-15,2023-12-17,2
INC00671,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Low,1 Week,2023-12-17,2023-12-24,7
INC00672,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Resolved,Critical,4 Hours,2023-12-12,2023-12-19,7
INC00673,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Pending,Critical,4 Hours,2023-12-13,2023-12-18,5
INC00674,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Escalated,Medium,3 Days,2023-12-11,2023-12-24,13
INC00675,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Critical,4 Hours,2023-12-23,2023-12-30,7
INC00676,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Escalated,Critical,4 Hours,2024-01-04,2024-01-19,15
INC00677,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Pending,High,24 Hours,2023-12-28,2024-01-11,14
INC00678,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,Critical,4 Hours,2023-12-20,2023-12-21,1
INC00679,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Resolved,High,24 Hours,2023-12-30,2024-01-06,7
INC00680,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Resolved,High,24 Hours,2023-12-30,2024-01-13,14
INC00681,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Pending,Critical,4 Hours,2024-01-04,2024-01-07,3
INC00682,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Resolved,Critical,4 Hours,2023-12-11,2023-12-26,15
INC00683,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Escalated,Low,1 Week,2023-12-30,2024-01-05,6
INC00684,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Closed,Critical,4 Hours,2023-12-22,2023-12-22,0
INC00685,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Resolved,Medium,3 Days,2023-12-11,2023-12-21,10
INC00686,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Pending,Critical,4 Hours,2023-12-18,2023-12-22,4
INC00687,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,Medium,3 Days,2023-12-19,2023-12-28,9
INC00688,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Escalated,High,24 Hours,2024-01-09,2024-01-21,12
INC00689,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Pending,High,24 Hours,2023-12-28,2024-01-10,13
INC00690,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Escalated,Low,1 Week,2023-12-19,2024-01-03,15
INC00691,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Pending,Critical,4 Hours,2024-01-04,2024-01-16,12
INC00692,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Resolved,Low,1 Week,2023-12-27,2023-12-29,2
INC00693,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,Low,1 Week,2023-12-31,2024-01-07,7
INC00694,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Pending,High,24 Hours,2023-12-13,2023-12-19,6
INC00695,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Resolved,Low,1 Week,2023-12-23,2023-12-28,5
INC00696,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Pending,Medium,3 Days,2023-12-19,2024-01-03,15
INC00697,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Closed,Critical,4 Hours,2023-12-30,2024-01-05,6
INC00698,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,Critical,4 Hours,2023-12-27,2024-01-09,13
INC00699,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Pending,Critical,4 Hours,2024-01-03,2024-01-17,14
INC00700,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Pending,High,24 Hours,2024-01-02,2024-01-17,15
