Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC03848,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team A,Closed,High,24 Hours,2023-12-14,2023-12-15,1
INC03849,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Escalated,Low,1 Week,2023-12-31,2024-01-03,3
INC03850,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Closed,Critical,4 Hours,2024-01-03,2024-01-04,1
INC03851,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Pending,Low,1 Week,2023-12-21,2023-12-24,3
INC03852,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Reopened,Critical,4 Hours,2023-12-03,2023-12-04,1
INC03853,Email client crashes on startup,Please update your email client to the latest version.,Team A,Pending,High,24 Hours,2023-12-16,2023-12-17,1
INC03854,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Resolved,High,24 Hours,2023-11-19,2023-11-22,3
INC03855,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Pending,High,24 Hours,2023-11-15,2023-11-16,1
INC03856,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Closed,Critical,4 Hours,2023-12-19,2023-12-21,2
INC03857,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Closed,High,24 Hours,2023-12-15,2023-12-16,1
INC03858,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team F,Escalated,Medium,3 Days,2023-11-10,2023-11-17,7
INC03859,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team F,Resolved,Medium,3 Days,2023-12-23,2023-12-28,5
INC03860,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team B,Pending,Critical,4 Hours,2023-12-20,2023-12-21,1
INC03861,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team A,Resolved,Medium,3 Days,2024-01-04,2024-01-09,5
INC03862,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team F,Escalated,Low,1 Week,2023-11-12,2023-11-15,3
INC03863,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team B,Resolved,Medium,3 Days,2023-11-12,2023-11-19,7
INC03864,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Escalated,High,24 Hours,2023-11-25,2023-11-26,1
INC03865,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Escalated,Critical,4 Hours,2023-11-24,2023-11-27,3
INC03866,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Resolved,Low,1 Week,2024-01-04,2024-01-07,3
INC03867,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Pending,Critical,4 Hours,2023-12-27,2023-12-28,1
INC03868,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Pending,Low,1 Week,2023-12-21,2023-12-22,1
INC03869,Email client crashes on startup,Please update your email client to the latest version.,Team F,Reopened,High,24 Hours,2023-11-25,2023-11-26,1
INC03870,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Pending,Low,1 Week,2023-11-12,2023-11-14,2
INC03871,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team C,Resolved,Medium,3 Days,2024-01-01,2024-01-06,5
INC03872,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Resolved,High,24 Hours,2023-11-15,2023-11-18,3
INC03873,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team C,Closed,Medium,3 Days,2023-12-06,2023-12-09,3
INC03874,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Escalated,Medium,3 Days,2023-11-20,2023-11-23,3
INC03875,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Reopened,Low,1 Week,2023-12-05,2023-12-08,3
INC03876,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team B,Reopened,Medium,3 Days,2023-12-13,2023-12-16,3
INC03877,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Pending,Medium,3 Days,2023-12-12,2023-12-19,7
INC03878,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Closed,Medium,3 Days,2023-12-15,2023-12-22,7
INC03879,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team C,Escalated,Medium,3 Days,2023-12-16,2023-12-20,4
INC03880,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Resolved,High,24 Hours,2023-12-10,2023-12-13,3
INC03881,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team D,Reopened,Medium,3 Days,2023-11-20,2023-11-25,5
INC03882,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Escalated,Critical,4 Hours,2023-12-24,2023-12-25,1
INC03883,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team C,Reopened,High,24 Hours,2023-11-19,2023-11-20,1
INC03884,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team B,Escalated,Critical,4 Hours,2023-12-31,2024-01-02,2
INC03885,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Closed,Medium,3 Days,2023-11-28,2023-12-01,3
INC03886,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team D,Pending,Medium,3 Days,2023-11-29,2023-12-03,4
INC03887,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Reopened,Critical,4 Hours,2024-01-01,2024-01-02,1
INC03888,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Escalated,Critical,4 Hours,2023-11-29,2023-12-01,2
INC03889,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team E,Escalated,Critical,4 Hours,2023-12-18,2023-12-21,3
INC03890,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team F,Escalated,Medium,3 Days,2023-12-04,2023-12-08,4
INC03891,Email client crashes on startup,Please update your email client to the latest version.,Team B,Closed,High,24 Hours,2023-12-31,2024-01-01,1
INC03892,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team B,Reopened,High,24 Hours,2023-12-02,2023-12-04,2
INC03893,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Reopened,Critical,4 Hours,2024-01-01,2024-01-04,3
INC03894,Email client crashes on startup,Please update your email client to the latest version.,Team A,Reopened,High,24 Hours,2023-12-31,2024-01-02,2
INC03895,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Reopened,Critical,4 Hours,2023-12-09,2023-12-11,2
INC03896,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team C,Closed,Medium,3 Days,2024-01-04,2024-01-08,4
INC03897,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team A,Pending,Medium,3 Days,2023-12-31,2024-01-07,7
INC03898,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Resolved,Critical,4 Hours,2023-12-31,2024-01-03,3
INC03899,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Closed,Low,1 Week,2023-11-26,2023-12-10,14
INC03900,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Closed,High,24 Hours,2023-12-07,2023-12-08,1
INC03901,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Pending,High,24 Hours,2024-01-06,2024-01-09,3
INC03902,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Escalated,Critical,4 Hours,2023-11-12,2023-11-15,3
INC03903,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Escalated,Medium,3 Days,2023-12-27,2023-12-31,4
INC03904,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team E,Resolved,Medium,3 Days,2023-12-11,2023-12-14,3
INC03905,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team E,Closed,Medium,3 Days,2024-01-04,2024-01-08,4
INC03906,Email client crashes on startup,Please update your email client to the latest version.,Team B,Closed,High,24 Hours,2023-12-25,2023-12-27,2
INC03907,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Closed,Critical,4 Hours,2023-11-13,2023-11-15,2
INC03908,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Resolved,Critical,4 Hours,2023-11-24,2023-11-27,3
INC03909,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Pending,Low,1 Week,2023-11-11,2023-11-25,14
INC03910,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team D,Reopened,Medium,3 Days,2023-12-02,2023-12-07,5
INC03911,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Resolved,Low,1 Week,2023-12-06,2023-12-13,7
INC03912,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Pending,Medium,3 Days,2023-11-29,2023-12-03,4
INC03913,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team D,Pending,Medium,3 Days,2023-11-13,2023-11-16,3
INC03914,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Reopened,Critical,4 Hours,2023-11-27,2023-11-28,1
INC03915,Email client crashes on startup,Please update your email client to the latest version.,Team F,Escalated,High,24 Hours,2023-12-08,2023-12-09,1
INC03916,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team E,Escalated,Critical,4 Hours,2023-11-10,2023-11-11,1
INC03917,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Closed,High,24 Hours,2023-12-08,2023-12-09,1
INC03918,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team A,Escalated,Critical,4 Hours,2023-12-23,2023-12-25,2
INC03919,Email client crashes on startup,Please update your email client to the latest version.,Team B,Reopened,High,24 Hours,2024-01-05,2024-01-06,1
INC03920,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Pending,High,24 Hours,2024-01-05,2024-01-07,2
INC03921,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Escalated,Low,1 Week,2023-12-11,2023-12-14,3
INC03922,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Closed,Medium,3 Days,2023-12-05,2023-12-10,5
INC03923,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team C,Closed,Medium,3 Days,2023-11-30,2023-12-07,7
INC03924,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team A,Pending,Critical,4 Hours,2023-12-23,2023-12-26,3
INC03925,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team D,Resolved,Low,1 Week,2023-12-15,2023-12-18,3
INC03926,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Pending,High,24 Hours,2024-01-07,2024-01-08,1
INC03927,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team B,Reopened,High,24 Hours,2024-01-02,2024-01-05,3
INC03928,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team E,Pending,Low,1 Week,2023-11-13,2023-11-14,1
INC03929,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Closed,High,24 Hours,2023-11-27,2023-11-28,1
INC03930,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Closed,Low,1 Week,2023-12-12,2023-12-13,1
INC03931,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Escalated,Medium,3 Days,2023-12-28,2024-01-02,5
INC03932,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team A,Resolved,Medium,3 Days,2023-12-06,2023-12-13,7
INC03933,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Reopened,Low,1 Week,2023-12-22,2023-12-29,7
INC03934,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Reopened,Low,1 Week,2023-12-26,2023-12-29,3
INC03935,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team E,Escalated,Critical,4 Hours,2023-11-22,2023-11-23,1
INC03936,Email client crashes on startup,Please update your email client to the latest version.,Team B,Closed,High,24 Hours,2023-11-22,2023-11-24,2
INC03937,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team E,Pending,Low,1 Week,2023-11-21,2023-11-28,7
INC03938,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team F,Escalated,Medium,3 Days,2023-12-07,2023-12-14,7
INC03939,Email client crashes on startup,Please update your email client to the latest version.,Team F,Pending,High,24 Hours,2023-11-18,2023-11-20,2
INC03940,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Escalated,Critical,4 Hours,2023-12-29,2024-01-01,3
INC03941,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Escalated,Medium,3 Days,2023-11-25,2023-11-28,3
INC03942,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Reopened,Critical,4 Hours,2023-11-15,2023-11-17,2
INC03943,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Pending,High,24 Hours,2023-12-10,2023-12-11,1
INC03944,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Escalated,Medium,3 Days,2023-12-03,2023-12-08,5
INC03945,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Closed,Critical,4 Hours,2024-01-06,2024-01-08,2
INC03946,Email client crashes on startup,Please update your email client to the latest version.,Team B,Closed,High,24 Hours,2023-11-26,2023-11-27,1
INC03947,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team D,Escalated,High,24 Hours,2024-01-07,2024-01-10,3
INC03948,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Pending,Medium,3 Days,2023-11-17,2023-11-24,7
INC03949,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team E,Closed,Medium,3 Days,2024-01-04,2024-01-11,7
INC03950,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team B,Reopened,High,24 Hours,2023-12-16,2023-12-19,3
INC03951,Email client crashes on startup,Please update your email client to the latest version.,Team D,Closed,High,24 Hours,2024-01-07,2024-01-09,2
INC03952,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team D,Resolved,Medium,3 Days,2024-01-03,2024-01-10,7
INC03953,Email client crashes on startup,Please update your email client to the latest version.,Team F,Resolved,High,24 Hours,2023-11-19,2023-11-22,3
INC03954,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team B,Escalated,Medium,3 Days,2023-12-20,2023-12-27,7
INC03955,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Closed,Medium,3 Days,2023-11-12,2023-11-17,5
INC03956,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team A,Escalated,Medium,3 Days,2023-12-29,2024-01-05,7
INC03957,Email client crashes on startup,Please update your email client to the latest version.,Team F,Reopened,High,24 Hours,2023-12-28,2023-12-31,3
INC03958,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Escalated,Critical,4 Hours,2024-01-07,2024-01-09,2
INC03959,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Pending,Critical,4 Hours,2023-12-31,2024-01-03,3
INC03960,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Escalated,Critical,4 Hours,2024-01-02,2024-01-04,2
INC03961,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Resolved,High,24 Hours,2023-12-29,2023-12-30,1
INC03962,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team C,Escalated,Medium,3 Days,2023-12-01,2023-12-04,3
INC03963,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Pending,Critical,4 Hours,2023-12-08,2023-12-10,2
INC03964,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team D,Resolved,Low,1 Week,2023-12-11,2023-12-12,1
INC03965,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team A,Escalated,Medium,3 Days,2023-11-14,2023-11-19,5
INC03966,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Closed,Critical,4 Hours,2023-11-18,2023-11-19,1
INC03967,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Pending,High,24 Hours,2023-12-18,2023-12-20,2
INC03968,Email client crashes on startup,Please update your email client to the latest version.,Team E,Escalated,High,24 Hours,2023-11-19,2023-11-20,1
INC03969,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team B,Pending,High,24 Hours,2023-12-22,2023-12-24,2
INC03970,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Pending,High,24 Hours,2023-11-13,2023-11-16,3
INC03971,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team E,Resolved,Medium,3 Days,2023-11-25,2023-11-30,5
INC03972,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team C,Closed,High,24 Hours,2023-12-31,2024-01-01,1
INC03973,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Reopened,Critical,4 Hours,2023-11-29,2023-12-01,2
INC03974,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Resolved,Critical,4 Hours,2023-11-27,2023-11-29,2
INC03975,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Resolved,Critical,4 Hours,2023-11-14,2023-11-16,2
INC03976,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Pending,High,24 Hours,2024-01-04,2024-01-06,2
INC03977,Email client crashes on startup,Please update your email client to the latest version.,Team C,Resolved,High,24 Hours,2023-12-31,2024-01-03,3
INC03978,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team A,Reopened,High,24 Hours,2023-11-14,2023-11-15,1
INC03979,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Closed,Critical,4 Hours,2023-12-27,2023-12-29,2
INC03980,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team A,Pending,Critical,4 Hours,2024-01-04,2024-01-06,2
INC03981,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Reopened,Critical,4 Hours,2023-11-27,2023-11-30,3
INC03982,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Resolved,Low,1 Week,2023-12-07,2023-12-14,7
INC03983,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Closed,High,24 Hours,2024-01-07,2024-01-10,3
INC03984,Email client crashes on startup,Please update your email client to the latest version.,Team F,Escalated,High,24 Hours,2023-12-04,2023-12-07,3
INC03985,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team A,Reopened,High,24 Hours,2023-12-31,2024-01-02,2
INC03986,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Closed,Critical,4 Hours,2023-12-28,2023-12-29,1
INC03987,Email client crashes on startup,Please update your email client to the latest version.,Team E,Closed,High,24 Hours,2023-12-27,2023-12-30,3
INC03988,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team C,Closed,High,24 Hours,2023-11-23,2023-11-24,1
INC03989,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team F,Resolved,Low,1 Week,2023-11-21,2023-12-05,14
INC03990,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Reopened,Critical,4 Hours,2023-12-22,2023-12-25,3
INC03991,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team F,Pending,Low,1 Week,2024-01-02,2024-01-04,2
INC03992,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team C,Pending,High,24 Hours,2023-12-02,2023-12-03,1
INC03993,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Resolved,Critical,4 Hours,2023-12-22,2023-12-23,1
INC03994,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Resolved,Medium,3 Days,2023-11-17,2023-11-24,7
INC03995,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team A,Escalated,Medium,3 Days,2023-12-18,2023-12-22,4
INC03996,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team D,Escalated,Low,1 Week,2023-11-18,2023-12-02,14
INC03997,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team E,Closed,Critical,4 Hours,2023-12-04,2023-12-05,1
INC03998,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team B,Escalated,Medium,3 Days,2023-12-22,2023-12-26,4
INC03999,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team C,Escalated,Medium,3 Days,2023-12-02,2023-12-09,7
INC04000,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team B,Escalated,High,24 Hours,2023-12-21,2023-12-22,1
INC04001,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Pending,High,24 Hours,2024-01-06,2024-01-08,2
INC04002,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Resolved,Critical,4 Hours,2024-01-04,2024-01-06,2
INC04003,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Pending,Critical,4 Hours,2023-11-20,2023-11-21,1
INC04004,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Pending,Critical,4 Hours,2023-12-02,2023-12-05,3
INC04005,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team D,Resolved,High,24 Hours,2023-12-02,2023-12-03,1
INC04006,Email client crashes on startup,Please update your email client to the latest version.,Team D,Closed,High,24 Hours,2023-11-21,2023-11-22,1
INC04007,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team E,Resolved,Critical,4 Hours,2024-01-06,2024-01-08,2
INC04008,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Escalated,Low,1 Week,2023-11-22,2023-11-23,1
INC04009,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team E,Closed,Low,1 Week,2023-12-04,2023-12-06,2
INC04010,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team D,Escalated,Medium,3 Days,2023-12-22,2023-12-27,5
INC04011,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team A,Closed,Medium,3 Days,2023-11-22,2023-11-26,4
INC04012,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Resolved,Medium,3 Days,2023-12-20,2023-12-27,7
INC04013,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Resolved,Critical,4 Hours,2023-11-24,2023-11-26,2
INC04014,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Reopened,High,24 Hours,2023-11-17,2023-11-20,3
INC04015,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team E,Resolved,Low,1 Week,2024-01-02,2024-01-16,14
INC04016,Email client crashes on startup,Please update your email client to the latest version.,Team C,Resolved,High,24 Hours,2023-12-10,2023-12-11,1
INC04017,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Closed,Critical,4 Hours,2023-11-21,2023-11-24,3
INC04018,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team B,Pending,Critical,4 Hours,2023-12-28,2023-12-31,3
INC04019,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team A,Resolved,High,24 Hours,2023-12-01,2023-12-04,3
INC04020,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Resolved,Critical,4 Hours,2023-11-11,2023-11-14,3
INC04021,Email client crashes on startup,Please update your email client to the latest version.,Team E,Reopened,High,24 Hours,2023-12-14,2023-12-17,3
INC04022,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Reopened,Critical,4 Hours,2023-12-06,2023-12-08,2
INC04023,Email client crashes on startup,Please update your email client to the latest version.,Team C,Pending,High,24 Hours,2023-11-28,2023-12-01,3
INC04024,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Pending,Medium,3 Days,2023-12-19,2023-12-23,4
INC04025,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team B,Pending,High,24 Hours,2023-12-24,2023-12-27,3
INC04026,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team A,Resolved,High,24 Hours,2023-12-04,2023-12-06,2
INC04027,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team F,Closed,Low,1 Week,2023-12-04,2023-12-18,14
INC04028,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team C,Reopened,High,24 Hours,2023-12-06,2023-12-09,3
INC04029,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Reopened,Medium,3 Days,2024-01-06,2024-01-10,4
INC04030,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team A,Resolved,Critical,4 Hours,2023-12-17,2023-12-18,1
INC04031,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team C,Escalated,Medium,3 Days,2024-01-08,2024-01-12,4
INC04032,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Escalated,Critical,4 Hours,2023-12-28,2023-12-29,1
INC04033,Email client crashes on startup,Please update your email client to the latest version.,Team A,Resolved,High,24 Hours,2023-12-31,2024-01-02,2
INC04034,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Resolved,Critical,4 Hours,2024-01-01,2024-01-02,1
INC04035,Email client crashes on startup,Please update your email client to the latest version.,Team E,Escalated,High,24 Hours,2023-11-28,2023-12-01,3
INC04036,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team B,Closed,Critical,4 Hours,2023-12-13,2023-12-15,2
INC04037,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team F,Resolved,High,24 Hours,2023-11-22,2023-11-24,2
INC04038,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team B,Closed,High,24 Hours,2023-12-26,2023-12-27,1
INC04039,Email client crashes on startup,Please update your email client to the latest version.,Team C,Reopened,High,24 Hours,2024-01-07,2024-01-10,3
INC04040,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Resolved,High,24 Hours,2023-12-22,2023-12-25,3
INC04041,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Reopened,Critical,4 Hours,2023-12-18,2023-12-21,3
INC04042,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Reopened,High,24 Hours,2023-11-12,2023-11-13,1
INC04043,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team A,Pending,Medium,3 Days,2023-12-28,2024-01-01,4
INC04044,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Resolved,Medium,3 Days,2023-12-11,2023-12-14,3
INC04045,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Closed,Medium,3 Days,2023-12-23,2023-12-27,4
INC04046,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Pending,Low,1 Week,2023-12-23,2023-12-25,2
INC04047,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Reopened,High,24 Hours,2023-12-30,2024-01-02,3
INC04048,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Escalated,Low,1 Week,2024-01-06,2024-01-13,7
INC04049,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team B,Closed,Critical,4 Hours,2023-11-18,2023-11-20,2
INC04050,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team A,Escalated,Medium,3 Days,2024-01-08,2024-01-11,3
INC04051,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Reopened,High,24 Hours,2023-12-26,2023-12-29,3
INC04052,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Pending,Medium,3 Days,2023-12-01,2023-12-08,7
INC04053,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team C,Reopened,Medium,3 Days,2023-11-28,2023-12-01,3
INC04054,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Reopened,Critical,4 Hours,2023-11-24,2023-11-26,2
INC04055,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team F,Resolved,High,24 Hours,2023-11-29,2023-12-01,2
